"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","ew1","ew2","sclass1","sclass2","STATE1","STATE2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2019,1,0,"westside","westside","A",NA,"Oregon","Oregon","Forest","Non-forest",3187.56982983119,463506.400596935,48,12761
2019,1,0,"westside","westside","A",NA,"Washington","Washington","Forest","Non-forest",9623.82321941977,4461261.15565461,67,7427
2019,1,0,"westside","westside","B",NA,"Oregon","Oregon","Forest","Non-forest",9985.6108927805,2316205.91217053,129,13050
2019,1,0,"westside","westside","B",NA,"Washington","Washington","Forest","Non-forest",20681.878443626,9692401.29572582,131,7427
2019,1,0,"westside","westside","C",NA,"Oregon","Oregon","Forest","Non-forest",760.685605151176,156608.170700828,7,12761
2019,1,0,"westside","westside","C",NA,"Washington","Washington","Forest","Non-forest",1122.9264208446,347190.639945576,11,7186
2019,1,0,"westside","westside","D",NA,"Oregon","Oregon","Forest","Non-forest",6.29536887249918,43.6781081587512,1,6155
2019,1,0,"westside","westside","E",NA,"Oregon","Oregon","Forest","Non-forest",7609.4194720269,1536971.72285865,112,13050
2019,1,0,"westside","westside","E",NA,"Washington","Washington","Forest","Non-forest",10600.8606717364,2914993.71796188,105,7427
2019,1,1,"eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",96193.4481696726,45538004.224284,385,13050
2019,1,1,"eastside","eastside","A","B","Washington","Washington","Forest","Forest",28196.6863881707,15387082.1993825,109,7186
2019,1,1,"eastside","eastside","A","C","Oregon","Oregon","Forest","Forest",1685.09220413992,238634.388340558,22,13050
2019,1,1,"eastside","eastside","A","C","Washington","Washington","Forest","Forest",4159.98826688533,3000383.37765442,15,7427
2019,1,1,"eastside","eastside","A","D","Oregon","Oregon","Forest","Forest",724.900433678259,501266.722695568,4,6444
2019,1,1,"eastside","eastside","A","D","Washington","Washington","Forest","Forest",529.510103867161,240699.572566402,2,4565
2019,1,1,"eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",5062.12318838678,1603502.81540981,79,13050
2019,1,1,"eastside","eastside","A","E","Washington","Washington","Forest","Forest",557.02519050427,102396.386031821,7,7186
2019,1,1,"eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",72675.4868873254,31529779.1624887,337,13050
2019,1,1,"eastside","eastside","B","A","Washington","Washington","Forest","Forest",44593.503377342,26411755.6112715,173,7427
2019,1,1,"eastside","eastside","B","C","Oregon","Oregon","Forest","Forest",11528.3830409801,3892755.38179341,68,13050
2019,1,1,"eastside","eastside","B","C","Washington","Washington","Forest","Forest",15732.1338239975,9094613.02459997,57,7427
2019,1,1,"eastside","eastside","B","D","Oregon","Oregon","Forest","Forest",335.813757505655,52432.4657148639,5,12761
2019,1,1,"eastside","eastside","B","D","Washington","Washington","Forest","Forest",1361.85584024463,2242517.08876079,1,241
2019,1,1,"eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",109025.159860582,40861586.8762212,436,13050
2019,1,1,"eastside","eastside","B","E","Washington","Washington","Forest","Forest",60097.0949119348,36320369.8443633,141,7427
2019,1,1,"eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",10468.3040745504,4548277.91206498,49,13050
2019,1,1,"eastside","eastside","C","A","Washington","Washington","Forest","Forest",2932.03226745968,1017519.09187457,18,7427
2019,1,1,"eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",18028.463486054,7280820.49673977,87,13050
2019,1,1,"eastside","eastside","C","B","Washington","Washington","Forest","Forest",8923.33309261573,5330230.78872371,39,7427
2019,1,1,"eastside","eastside","C","D","Washington","Washington","Forest","Forest",924.647645412482,629715.939065702,5,7427
2019,1,1,"eastside","eastside","C","E","Oregon","Oregon","Forest","Forest",4643.24528445419,2160279.58384243,23,13050
2019,1,1,"eastside","eastside","C","E","Washington","Washington","Forest","Forest",6770.05584641844,4521762.81631821,25,7427
2019,1,1,"eastside","eastside","D","A","Oregon","Oregon","Forest","Forest",740.845292482392,351383.232365638,1,6606
2019,1,1,"eastside","eastside","D","B","Oregon","Oregon","Forest","Forest",597.319961486824,128270.945782071,3,6155
2019,1,1,"eastside","eastside","D","C","Oregon","Oregon","Forest","Forest",228.737101540334,28509.8728575163,2,6155
2019,1,1,"eastside","eastside","D","C","Washington","Washington","Forest","Forest",302.059070609101,70754.6209861812,2,2621
2019,1,1,"eastside","eastside","D","E","Oregon","Oregon","Forest","Forest",1499.71676755387,680313.758477667,8,13050
2019,1,1,"eastside","eastside","D","E","Washington","Washington","Forest","Forest",8.75960402056868,81.6645757448579,1,2621
2019,1,1,"eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",17195.5797020173,8261380.47690522,111,13050
2019,1,1,"eastside","eastside","E","A","Washington","Washington","Forest","Forest",5828.75884167954,3613967.55248445,29,7427
2019,1,1,"eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",58364.958412557,21863537.0773096,267,13050
2019,1,1,"eastside","eastside","E","B","Washington","Washington","Forest","Forest",32791.2548718792,18828020.3560333,90,7427
2019,1,1,"eastside","eastside","E","C","Oregon","Oregon","Forest","Forest",7370.69588687485,3182772.24237393,38,13050
2019,1,1,"eastside","eastside","E","C","Washington","Washington","Forest","Forest",5904.497225315,3026491.52512216,27,7427
2019,1,1,"eastside","eastside","E","D","Oregon","Oregon","Forest","Forest",1797.97966784128,977209.57343598,9,6444
2019,1,1,"eastside","eastside","E","D","Washington","Washington","Forest","Forest",62.129626715734,2691.81215374044,2,2621
2019,1,1,"westside","westside","A","B","Oregon","Oregon","Forest","Forest",70148.8960997776,39334797.3919266,176,12761
2019,1,1,"westside","westside","A","B","Washington","Washington","Forest","Forest",98130.4476096904,57407987.011977,212,7427
2019,1,1,"westside","westside","A","C","Oregon","Oregon","Forest","Forest",2077.19205756515,676579.030577211,13,12761
2019,1,1,"westside","westside","A","C","Washington","Washington","Forest","Forest",2566.09262333226,570718.410058867,16,7186
2019,1,1,"westside","westside","A","D","Washington","Washington","Forest","Forest",350.59457187119,58096.5537599275,4,4565
2019,1,1,"westside","westside","A","E","Oregon","Oregon","Forest","Forest",1159.86448673739,297682.949895048,30,12761
2019,1,1,"westside","westside","A","E","Washington","Washington","Forest","Forest",673.769034961116,53431.2598343032,17,7186
2019,1,1,"westside","westside","B","A","Oregon","Oregon","Forest","Forest",34944.7263289133,19620933.0692726,110,13050
2019,1,1,"westside","westside","B","A","Washington","Washington","Forest","Forest",48364.7389030313,29388004.8661514,115,7186
2019,1,1,"westside","westside","B","C","Oregon","Oregon","Forest","Forest",5099.10079286762,2336815.18425713,24,13050
2019,1,1,"westside","westside","B","C","Washington","Washington","Forest","Forest",8743.61740006196,5180124.86391575,30,7427
2019,1,1,"westside","westside","B","D","Oregon","Oregon","Forest","Forest",38.6229566248506,1568.42082259435,1,6155
2019,1,1,"westside","westside","B","D","Washington","Washington","Forest","Forest",615.973357676135,131826.895629144,3,4565
2019,1,1,"westside","westside","B","E","Oregon","Oregon","Forest","Forest",75149.4659128642,40051219.0698983,199,13050
2019,1,1,"westside","westside","B","E","Washington","Washington","Forest","Forest",70391.4089724391,42759489.7960948,158,7427
2019,1,1,"westside","westside","C","A","Oregon","Oregon","Forest","Forest",3763.04209927768,1899095.57566936,17,13050
2019,1,1,"westside","westside","C","A","Washington","Washington","Forest","Forest",4368.96908018194,2421544.24877259,16,7427
2019,1,1,"westside","westside","C","B","Oregon","Oregon","Forest","Forest",7490.13430735346,3278561.10664947,39,13050
2019,1,1,"westside","westside","C","B","Washington","Washington","Forest","Forest",6366.03237584324,2839971.55110381,28,7427
2019,1,1,"westside","westside","C","D","Oregon","Oregon","Forest","Forest",57.7408147407283,3509.93337603187,1,6155
2019,1,1,"westside","westside","C","D","Washington","Washington","Forest","Forest",73.9716874572962,4695.70051769625,1,2621
2019,1,1,"westside","westside","C","E","Oregon","Oregon","Forest","Forest",1431.67918466649,629813.967202212,10,13050
2019,1,1,"westside","westside","C","E","Washington","Washington","Forest","Forest",373.072818231403,34155.1159034992,6,7186
2019,1,1,"westside","westside","D","A","Washington","Washington","Forest","Forest",1802.90852754615,1389526.8081906,2,4565
2019,1,1,"westside","westside","D","B","Washington","Washington","Forest","Forest",984.97399308447,590785.5948825,3,4565
2019,1,1,"westside","westside","D","C","Washington","Washington","Forest","Forest",238.645768115935,25298.7440990612,3,7186
2019,1,1,"westside","westside","D","E","Oregon","Oregon","Forest","Forest",99.4899726586572,5497.6119435594,2,6155
2019,1,1,"westside","westside","D","E","Washington","Washington","Forest","Forest",716.310157073636,307551.745797077,4,2862
2019,1,1,"westside","westside","E","A","Oregon","Oregon","Forest","Forest",39474.083977592,23651390.3859029,113,13050
2019,1,1,"westside","westside","E","A","Washington","Washington","Forest","Forest",35195.3335646118,22302443.5350602,84,7427
2019,1,1,"westside","westside","E","B","Oregon","Oregon","Forest","Forest",28589.228473091,16191293.256783,99,13050
2019,1,1,"westside","westside","E","B","Washington","Washington","Forest","Forest",22674.7881385657,12542039.9326464,66,7427
2019,1,1,"westside","westside","E","C","Oregon","Oregon","Forest","Forest",3565.61661564941,2299514.2127914,8,13050
2019,1,1,"westside","westside","E","C","Washington","Washington","Forest","Forest",5596.81286974502,2892902.26408946,19,7186
2019,1,1,"westside","westside","E","D","Oregon","Oregon","Forest","Forest",810.935366916587,253072.612059046,3,13050
2019,1,1,"westside","westside","E","D","Washington","Washington","Forest","Forest",269.169652578037,44721.1633448025,2,4565
