"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","BpS_Code1","BpS_Code2","BPS_LLID1","BPS_LLID2","ew1","ew2","sclass1","sclass2","STATE1","STATE2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070103","RaMCONms_fcm_17070103","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",2193.42752830383,1152426.61609071,6,5011
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070103","RaMCONms_fcm_17070103","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",1000.3936867978,824306.027466158,2,9917
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070104","RaMCONms_fcm_17070104","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",1721.11593898774,1691713.00729747,1,5128
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070201","RaMCONms_fcm_17070201","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",51.1408507454182,2738.69656664084,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070201","RaMCONms_fcm_17070201","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",16.2220045626988,280.975872983838,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070201","RaMCONms_fcm_17070201","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",367.109987811214,84899.3878412366,2,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070201","RaMCONms_fcm_17070201","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",496.290592731446,152265.889557321,2,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",2617.05671863996,1281695.56815307,14,5011
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","A","C","Oregon","Oregon","Forest","Forest",92.0131018408136,7762.36864046173,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",3859.37315368655,1545302.48001786,17,5011
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","B","C","Oregon","Oregon","Forest","Forest",17.4130151607953,333.932502551409,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",1029.38406521209,274661.182291952,4,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",859.655562004727,229385.01856635,5,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",436.920649330359,37048.0865339818,3,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",7.00102178560912,50.6645510629096,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070202","RaMCONms_fcm_17070202","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",535.894864785623,153210.830839262,2,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070203","RaMCONms_fcm_17070203","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",966.350363560542,262513.174531015,4,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070203","RaMCONms_fcm_17070203","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",185.743509724056,28077.7702759615,2,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070203","RaMCONms_fcm_17070203","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",158.814423809584,27185.5222283347,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070203","RaMCONms_fcm_17070203","eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",19.3016977588106,426.907976142774,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070203","RaMCONms_fcm_17070203","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",295.547258070121,81672.2907742375,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070203","RaMCONms_fcm_17070203","eastside","eastside","E","C","Oregon","Oregon","Forest","Forest",68.6377943991908,5030.21594770007,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070204","RaMCONms_fcm_17070204","eastside","eastside","B","C","Oregon","Oregon","Forest","Forest",62.2968610647992,4063.87507990574,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070304","RaMCONms_fcm_17070304","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",3.34293818096973,11.8041866088243,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070304","RaMCONms_fcm_17070304","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",1.7408246544054,3.20102770502634,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070304","RaMCONms_fcm_17070304","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",162.139437333424,27768.7735327461,1,4789
2017,1,1,"RaMCONms_fcm","RaMCONms_fcm","RaMCONms_fcm_17070307","RaMCONms_fcm_17070307","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",181.376422426846,34448.4498104932,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17020010","RaMCONms_fmm_17020010","eastside","eastside","B","A","Washington","Washington","Forest","Forest",839.884088571556,263923.434821514,3,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17020010","RaMCONms_fmm_17020010","eastside","eastside","C","A","Washington","Washington","Forest","Forest",359.487555694068,125385.333584279,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17020011","RaMCONms_fmm_17020011","eastside","eastside","A","B","Washington","Washington","Forest","Forest",353.814244455875,59825.1719682633,3,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17020011","RaMCONms_fmm_17020011","eastside","eastside","B","A","Washington","Washington","Forest","Forest",1404.97414659746,1258267.27495907,3,5421
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17020011","RaMCONms_fmm_17020011","eastside","eastside","B","C","Washington","Washington","Forest","Forest",67.0444291369436,4361.18401906177,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17020011","RaMCONms_fmm_17020011","eastside","eastside","B","E","Washington","Washington","Forest","Forest",607.686601103168,186647.823663792,3,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17020011","RaMCONms_fmm_17020011","eastside","eastside","E","C","Washington","Washington","Forest","Forest",65.6582649310208,4733.41353883978,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030001","RaMCONms_fmm_17030001","eastside","eastside","A","B","Washington","Washington","Forest","Forest",300.125497274556,103304.718298294,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030001","RaMCONms_fmm_17030001","eastside","eastside","A","C","Washington","Washington","Forest","Forest",75.634741338492,6255.24725704279,2,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030001","RaMCONms_fmm_17030001","eastside","eastside","B","A","Washington","Washington","Forest","Forest",259.226323976361,92354.4758956899,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030001","RaMCONms_fmm_17030001","eastside","eastside","B","C","Washington","Washington","Forest","Forest",115.040444061291,18188.6658470427,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030001","RaMCONms_fmm_17030001","eastside","eastside","B","E","Washington","Washington","Forest","Forest",1793.08507805181,1556862.93601763,3,5421
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030001","RaMCONms_fmm_17030001","eastside","eastside","C","B","Washington","Washington","Forest","Forest",287.722122637602,59282.0565799474,2,5421
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030001","RaMCONms_fmm_17030001","eastside","eastside","E","B","Washington","Washington","Forest","Forest",318.713628030553,111139.836075129,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030002","RaMCONms_fmm_17030002","eastside","eastside","A","B","Washington","Washington","Forest","Forest",291.417475876343,51797.6402475329,3,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030002","RaMCONms_fmm_17030002","eastside","eastside","B","A","Washington","Washington","Forest","Forest",132.801455781521,8888.07531561214,2,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030002","RaMCONms_fmm_17030002","eastside","eastside","B","E","Washington","Washington","Forest","Forest",905.772309774481,260871.727233428,4,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030002","RaMCONms_fmm_17030002","eastside","eastside","E","A","Washington","Washington","Forest","Forest",26.2432644835994,756.190747818469,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030002","RaMCONms_fmm_17030002","eastside","eastside","E","B","Washington","Washington","Forest","Forest",305.93723506086,102768.571415262,1,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17030002","RaMCONms_fmm_17030002","eastside","eastside","E","C","Washington","Washington","Forest","Forest",1147.13649294603,1193556.26449961,1,3466
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105A","RaMCONms_fmm_17070105A","eastside","eastside","A","B","Washington","Washington","Forest","Forest",467.697148814068,133794.89356879,2,1955
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105A","RaMCONms_fmm_17070105A","eastside","eastside","B","E","Washington","Washington","Forest","Forest",903.189300629896,241371.19294267,3,5421
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105A","RaMCONms_fmm_17070105A","eastside","eastside","E","B","Washington","Washington","Forest","Forest",785.371070812496,283224.9152792,4,5421
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105B","RaMCONms_fmm_17070105B","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",905.127280229745,846371.680619326,1,5128
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105B","RaMCONms_fmm_17070105B","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",61.5688574116817,2232.69808812402,2,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105B","RaMCONms_fmm_17070105B","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",1738.64661336177,1516014.81336022,2,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105B","RaMCONms_fmm_17070105B","eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",99.028027718713,6550.16707526657,2,5128
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105B","RaMCONms_fmm_17070105B","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",1081.36606978339,799013.967693324,4,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070105B","RaMCONms_fmm_17070105B","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",572.034444402242,167811.490649819,2,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070106","RaMCONms_fmm_17070106","eastside","eastside","B","A","Washington","Washington","Forest","Forest",1582.00281036946,1497158.10505845,2,3466
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070106","RaMCONms_fmm_17070106","eastside","eastside","B","C","Washington","Washington","Forest","Forest",413.753515776935,177619.517750721,1,3466
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",736.94074209689,152496.346066299,6,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","A","C","Oregon","Oregon","Forest","Forest",26.7516360968533,726.019871414917,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",33.1649317266278,1230.32722378666,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",285.786129466225,78709.3307303475,2,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","B","C","Oregon","Oregon","Forest","Forest",611.141444570494,136414.124010235,3,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",1726.84329557591,1146340.26686122,4,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",782.68691036472,493243.231394231,2,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",869.073245013225,230798.445901791,4,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070301","RaMCONms_fmm_17070301","eastside","eastside","E","C","Oregon","Oregon","Forest","Forest",1123.17754444538,876519.093139161,2,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070302","RaMCONms_fmm_17070302","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",580.495863149543,136825.737593961,4,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070302","RaMCONms_fmm_17070302","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",252.246657743614,57494.6752339451,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070302","RaMCONms_fmm_17070302","eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",401.288751752402,100256.371206485,2,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070302","RaMCONms_fmm_17070302","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",528.055874943696,137881.415634253,2,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070306","RaMCONms_fmm_17070306","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",797.766955480246,603226.821524858,1,5128
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070306","RaMCONms_fmm_17070306","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",1599.43851160494,1587826.64365844,2,5350
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070306","RaMCONms_fmm_17070306","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",116.289578086354,12817.7012961397,1,5128
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17070306","RaMCONms_fmm_17070306","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",1156.18946218134,985951.139046504,2,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17120005","RaMCONms_fmm_17120005","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",538.579152789717,148849.20780052,2,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17120005","RaMCONms_fmm_17120005","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",6.85251185784009,51.0590369927284,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_17120007","RaMCONms_fmm_17120007","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",237.372778253745,54616.9803845223,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010201","RaMCONms_fmm_18010201","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",245.704156920213,69859.6877752567,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010201","RaMCONms_fmm_18010201","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",1027.13707499803,288087.213997974,4,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010201","RaMCONms_fmm_18010201","eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",128.110147418199,18991.9122048182,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010201","RaMCONms_fmm_18010201","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",108.895941240268,11523.1999846413,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010202","RaMCONms_fmm_18010202","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",290.842788316416,84187.4245827693,2,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010202","RaMCONms_fmm_18010202","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",185.919101041809,50656.473735675,1,222
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010203","RaMCONms_fmm_18010203","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",1989.57802565986,1593423.62502518,3,9917
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010203","RaMCONms_fmm_18010203","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",982.220244750131,263242.772791497,4,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010203","RaMCONms_fmm_18010203","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",69.7446390173626,5289.25724501575,1,4789
2017,1,1,"RaMCONms_fmm","RaMCONms_fmm","RaMCONms_fmm_18010204","RaMCONms_fmm_18010204","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",1424.69109972708,1341818.74543762,1,5128
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030204","RaMCONsw_fdm_1710030204","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",241.339737674066,65499.9242615237,1,4789
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030206","RaMCONsw_fdm_1710030206","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",71.3932477473118,5007.52911006138,1,4789
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030207","RaMCONsw_fdm_1710030207","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",276.016182030115,60714.3441517093,1,5128
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030207","RaMCONsw_fdm_1710030207","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",979.918738470807,972970.52961627,1,5128
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030208","RaMCONsw_fdm_1710030208","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",428.011000215924,230526.251314301,1,5128
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030209","RaMCONsw_fdm_1710030209","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",628.188549895584,399852.295294828,1,5128
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030209","RaMCONsw_fdm_1710030209","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",870.564720364008,807007.588092295,1,5128
2017,1,1,"RaMCONsw_fdm","RaMCONsw_fdm","RaMCONsw_fdm_1710030209","RaMCONsw_fdm_1710030209","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",293.517194210621,87294.4545227862,1,5128
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030102","RaMCONsw_fiw_1710030102","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",95.5958953639606,10276.8878120644,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030102","RaMCONsw_fiw_1710030102","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",2.34733938950182,6.19633512307859,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030102","RaMCONsw_fiw_1710030102","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",0.02659874662325,0.000795619593843602,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030104","RaMCONsw_fiw_1710030104","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",156.058349934868,31059.2070713032,2,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030104","RaMCONsw_fiw_1710030104","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",11.6464021393365,133.257839714318,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030104","RaMCONsw_fiw_1710030104","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",13.678513582035,183.817568423586,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030104","RaMCONsw_fiw_1710030104","eastside","eastside","E","D","Oregon","Oregon","Forest","Forest",32.037220173872,1008.36753924658,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030105","RaMCONsw_fiw_1710030105","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",291.342142322363,83390.3551910802,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030105","RaMCONsw_fiw_1710030105","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",202.008265399735,40091.0548993065,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030105","RaMCONsw_fiw_1710030105","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",241.168574739545,65407.0495135265,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030105","RaMCONsw_fiw_1710030105","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",168.46981142501,31917.3851723782,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030105","RaMCONsw_fiw_1710030105","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",27.4808475745569,741.941137276827,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030107","RaMCONsw_fiw_1710030107","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",33.5674104358335,1267.12308384214,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030108","RaMCONsw_fiw_1710030108","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",234.44976697092,45117.6818029373,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030108","RaMCONsw_fiw_1710030108","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",59.2087586400505,4516.64057055751,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030108","RaMCONsw_fiw_1710030108","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",13.7221122036072,242.597070326651,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030110","RaMCONsw_fiw_1710030110","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",114.270291221035,14606.7513184873,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030201","RaMCONsw_fiw_1710030201","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",360.563255839331,106711.223560442,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030201","RaMCONsw_fiw_1710030201","eastside","eastside","E","D","Oregon","Oregon","Forest","Forest",230.076908824983,68200.8342690299,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030202","RaMCONsw_fiw_1710030202","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",262.397845908106,65210.4832027634,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030202","RaMCONsw_fiw_1710030202","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",0.337030508813207,0.107580936219848,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030202","RaMCONsw_fiw_1710030202","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",369.38804770498,84157.0763630704,2,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030202","RaMCONsw_fiw_1710030202","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",58.0078850519712,2189.72654223873,3,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030204","RaMCONsw_fiw_1710030204","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",226.159880180835,28657.2647455152,2,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030204","RaMCONsw_fiw_1710030204","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",7.83183927788011,60.2610559880985,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030205","RaMCONsw_fiw_1710030205","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",476.702396878818,253265.093810682,1,5128
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030212","RaMCONsw_fiw_1710030212","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",1163.4795606279,1095962.03267465,1,5128
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","RaMCONsw_fiw_1710030301","RaMCONsw_fiw_1710030301","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",856.843151925558,856887.577850413,1,5128
